severity,disease,filename,filepath,width,height,format,mode,is_augmented,source_filepath
Ringan,Solar Lentigo,aug_00036_macro-solar-lentigo-v3.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00036_macro-solar-lentigo-v3.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\macro-solar-lentigo-v3.jpg
Ringan,Solar Lentigo,aug_00037_lentigo31.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00037_lentigo31.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo31.jpg
Ringan,Solar Lentigo,aug_00038_solar-lentigo-dl4-3-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00038_solar-lentigo-dl4-3-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-dl4-3-v2.jpg
Ringan,Solar Lentigo,aug_00039_solar-lentigo-3-hybrid-unpolarised-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00039_solar-lentigo-3-hybrid-unpolarised-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-3-hybrid-unpolarised-v2.jpg
Ringan,Solar Lentigo,aug_00040_SL-10.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00040_SL-10.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\SL-10.jpg
Ringan,Solar Lentigo,aug_00041_macro-solar-lentigo-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00041_macro-solar-lentigo-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\macro-solar-lentigo-v2.jpg
Ringan,Solar Lentigo,aug_00042_atypical-solar-lentigo-02.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00042_atypical-solar-lentigo-02.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\atypical-solar-lentigo-02.jpg
Ringan,Solar Lentigo,aug_00043_lentigo06.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00043_lentigo06.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo06.jpg
Ringan,Solar Lentigo,aug_00044_face-ntwk1.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00044_face-ntwk1.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\face-ntwk1.jpg
Ringan,Solar Lentigo,aug_00045_solar-lentigo-2-molescope-2-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00045_solar-lentigo-2-molescope-2-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-2-molescope-2-v2.jpg
Ringan,Solar Lentigo,aug_00046_lentigo29.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00046_lentigo29.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo29.jpg
Ringan,Solar Lentigo,aug_00047_lentigo15.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00047_lentigo15.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo15.jpg
Ringan,Solar Lentigo,aug_00048_SL-10.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00048_SL-10.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\SL-10.jpg
Ringan,Solar Lentigo,aug_00049_solar-lentigo-2-illuco-polarised-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00049_solar-lentigo-2-illuco-polarised-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-2-illuco-polarised-v2.jpg
Ringan,Solar Lentigo,aug_00050_solar-lentigo-29.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00050_solar-lentigo-29.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-29.jpg
Ringan,Solar Lentigo,aug_00051_lentigo18.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00051_lentigo18.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo18.jpg
Ringan,Solar Lentigo,aug_00052_pigmented-lesion-07.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00052_pigmented-lesion-07.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\pigmented-lesion-07.jpg
Ringan,Solar Lentigo,aug_00053_solar-lentigo-14.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00053_solar-lentigo-14.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-14.jpg
Ringan,Solar Lentigo,aug_00054_solar-lentigo-2-hud-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00054_solar-lentigo-2-hud-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-2-hud-v2.jpg
Ringan,Solar Lentigo,aug_00055_solar-lentigo-29.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00055_solar-lentigo-29.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-29.jpg
Ringan,Solar Lentigo,aug_00056_lentigo15.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00056_lentigo15.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo15.jpg
Ringan,Solar Lentigo,aug_00057_macro-solar-lentigo-v3.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00057_macro-solar-lentigo-v3.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\macro-solar-lentigo-v3.jpg
Ringan,Solar Lentigo,aug_00058_solar-lentigo-07.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00058_solar-lentigo-07.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-07.jpg
Ringan,Solar Lentigo,aug_00059_solar-lentigo-14.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00059_solar-lentigo-14.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-14.jpg
Ringan,Solar Lentigo,aug_00060_lentigo31.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00060_lentigo31.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo31.jpg
Ringan,Solar Lentigo,aug_00061_face-ntwk1.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00061_face-ntwk1.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\face-ntwk1.jpg
Ringan,Solar Lentigo,aug_00062_SL-10.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00062_SL-10.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\SL-10.jpg
Ringan,Solar Lentigo,aug_00063_solar-lentigo-25.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00063_solar-lentigo-25.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-25.jpg
Ringan,Solar Lentigo,aug_00064_solar-lentigo-2-dl4-polarised-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00064_solar-lentigo-2-dl4-polarised-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-2-dl4-polarised-v2.jpg
Ringan,Solar Lentigo,aug_00065_pigmented-lesion-07.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00065_pigmented-lesion-07.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\pigmented-lesion-07.jpg
Ringan,Solar Lentigo,aug_00066_solar-lentigo-29.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00066_solar-lentigo-29.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-29.jpg
Ringan,Solar Lentigo,aug_00067_lentigo31.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00067_lentigo31.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo31.jpg
Ringan,Solar Lentigo,aug_00068_solar-lentigo-2-dl4-polarised-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00068_solar-lentigo-2-dl4-polarised-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-2-dl4-polarised-v2.jpg
Ringan,Solar Lentigo,aug_00069_SL-2-dermoscopy.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00069_SL-2-dermoscopy.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\SL-2-dermoscopy.jpg
Ringan,Solar Lentigo,aug_00070_lentigo30.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00070_lentigo30.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo30.jpg
Ringan,Solar Lentigo,aug_00071_lentigo20.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00071_lentigo20.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo20.jpg
Ringan,Solar Lentigo,aug_00072_lentigo32.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00072_lentigo32.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo32.jpg
Ringan,Solar Lentigo,aug_00073_SL-3-macro.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00073_SL-3-macro.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\SL-3-macro.jpg
Ringan,Solar Lentigo,aug_00074_solar-lentigo-11.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00074_solar-lentigo-11.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-11.jpg
Ringan,Solar Lentigo,aug_00075_solar-lentigo-3-hybrid-unpolarised-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00075_solar-lentigo-3-hybrid-unpolarised-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-3-hybrid-unpolarised-v2.jpg
Ringan,Solar Lentigo,aug_00076_lentigo26.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00076_lentigo26.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo26.jpg
Ringan,Solar Lentigo,aug_00077_solar-lentigo-3-dl-4-polarised-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00077_solar-lentigo-3-dl-4-polarised-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-3-dl-4-polarised-v2.jpg
Ringan,Solar Lentigo,aug_00078_solar-lentigo-2-molescope-2-v3.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00078_solar-lentigo-2-molescope-2-v3.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-2-molescope-2-v3.jpg
Ringan,Solar Lentigo,aug_00079_solar-lentigo-2-gl-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00079_solar-lentigo-2-gl-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-2-gl-v2.jpg
Ringan,Solar Lentigo,aug_00080_solar-lentigo-12.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00080_solar-lentigo-12.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-12.jpg
Ringan,Solar Lentigo,aug_00081_solar-lentigo-13.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00081_solar-lentigo-13.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-13.jpg
Ringan,Solar Lentigo,aug_00082_lentigo19.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00082_lentigo19.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo19.jpg
Ringan,Solar Lentigo,aug_00083_solar-lentigo-2-dl4-unpolarised-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00083_solar-lentigo-2-dl4-unpolarised-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-2-dl4-unpolarised-v2.jpg
Ringan,Solar Lentigo,aug_00084_solar-lentigo-3-dl-4-polarised-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00084_solar-lentigo-3-dl-4-polarised-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-3-dl-4-polarised-v2.jpg
Ringan,Solar Lentigo,aug_00085_solar-lentigo-dl4-3-v2.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00085_solar-lentigo-dl4-3-v2.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-dl4-3-v2.jpg
Ringan,Solar Lentigo,aug_00086_pigmented-lesion-07.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00086_pigmented-lesion-07.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\pigmented-lesion-07.jpg
Ringan,Solar Lentigo,aug_00087_solar-lentigo-06.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00087_solar-lentigo-06.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-06.jpg
Ringan,Solar Lentigo,aug_00088_atypical-solar-lentigo-03.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00088_atypical-solar-lentigo-03.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\atypical-solar-lentigo-03.jpg
Ringan,Solar Lentigo,aug_00089_lentigo32.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00089_lentigo32.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\lentigo32.jpg
Ringan,Solar Lentigo,aug_00090_solar-lentigo-05.jpg,D:/Analisis data cptn/clean_data\train\Ringan\Solar Lentigo\aug_00090_solar-lentigo-05.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Ringan\Solar Lentigo\solar-lentigo-05.jpg
