severity,disease,filename,filepath,width,height,format,mode
Normal,healthy skin,Berminyak125_jpg.rf.4e964a99e23220b4385b1b9919692736.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak125_jpg.rf.4e964a99e23220b4385b1b9919692736.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak126_jpg.rf.94851448fe20009a05ff9dd826af88f7.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak126_jpg.rf.94851448fe20009a05ff9dd826af88f7.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak127_jpg.rf.dbb51822539bfccfd3863a30f220f67e.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak127_jpg.rf.dbb51822539bfccfd3863a30f220f67e.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak128_jpg.rf.67216e156f188a2ed18be009bb8f5f74.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak128_jpg.rf.67216e156f188a2ed18be009bb8f5f74.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak12_jpg.rf.5a2940144ff281339631aa954f96e412.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak12_jpg.rf.5a2940144ff281339631aa954f96e412.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak130_jpg.rf.c8ead8b532c0eb2a80218fe7fd435c75.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak130_jpg.rf.c8ead8b532c0eb2a80218fe7fd435c75.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak131_jpg.rf.41d107955c42f36d13d2eb7d2017b958.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak131_jpg.rf.41d107955c42f36d13d2eb7d2017b958.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak132_jpg.rf.cae8d4cad23610aa5717a6f37df54384.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak132_jpg.rf.cae8d4cad23610aa5717a6f37df54384.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak133_jpg.rf.5c7ac13a90783df4d8d43ccf93d9588b.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak133_jpg.rf.5c7ac13a90783df4d8d43ccf93d9588b.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak134_jpg.rf.50a24321f12dc807762b9fdfe1860d03.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak134_jpg.rf.50a24321f12dc807762b9fdfe1860d03.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak135_jpg.rf.e82cc94f9654373c88f0c1063f462f4a.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak135_jpg.rf.e82cc94f9654373c88f0c1063f462f4a.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak136_jpg.rf.12d3c7cb22002cddc7e729f260b714fa.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak136_jpg.rf.12d3c7cb22002cddc7e729f260b714fa.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak137_jpg.rf.3c89f797096c3c01205e7eaa573cb413.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak137_jpg.rf.3c89f797096c3c01205e7eaa573cb413.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak13_jpg.rf.5a5d441888159ff97235522e585589f2.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak13_jpg.rf.5a5d441888159ff97235522e585589f2.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak140_jpg.rf.a32c2d30909f8b06a34f3156c6737b4d.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak140_jpg.rf.a32c2d30909f8b06a34f3156c6737b4d.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak141_jpg.rf.7ea562182abd6cf17f7792e5a3e6aea5.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak141_jpg.rf.7ea562182abd6cf17f7792e5a3e6aea5.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak142_jpg.rf.859c47af8cc6d058da24e4f6d9bff857.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak142_jpg.rf.859c47af8cc6d058da24e4f6d9bff857.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak144_jpg.rf.d2f3fcfadef112cd86ae1eb6b24e0beb.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak144_jpg.rf.d2f3fcfadef112cd86ae1eb6b24e0beb.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak145_jpg.rf.ace516eacfa33c8efb397d2af65d60a0.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak145_jpg.rf.ace516eacfa33c8efb397d2af65d60a0.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak146_jpg.rf.ad806cf55715289d2027cdf4f2254652.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak146_jpg.rf.ad806cf55715289d2027cdf4f2254652.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak148_jpg.rf.1e53e8e4f2200c51cbf9b66a5af50b5d.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak148_jpg.rf.1e53e8e4f2200c51cbf9b66a5af50b5d.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak149_jpg.rf.3855445a2c8da0c2c57d8784ad2e5069.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak149_jpg.rf.3855445a2c8da0c2c57d8784ad2e5069.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak14_jpg.rf.23a1537d57cd4db689bcfff75be43f42.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak14_jpg.rf.23a1537d57cd4db689bcfff75be43f42.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak150_jpg.rf.0d0a4ad6a83d77b86a07b09d34bbfe2f.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak150_jpg.rf.0d0a4ad6a83d77b86a07b09d34bbfe2f.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak151_jpg.rf.28e7a71deedbb3d6d9e6e9478a29215e.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak151_jpg.rf.28e7a71deedbb3d6d9e6e9478a29215e.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak152_jpg.rf.72f1193732b3d7ad7be12261dcd06c3b.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak152_jpg.rf.72f1193732b3d7ad7be12261dcd06c3b.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak153_jpg.rf.49b9a8dda1477e14edb229062cd2bab1.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak153_jpg.rf.49b9a8dda1477e14edb229062cd2bab1.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak154_jpg.rf.b0dc0f2bbd4f8c2a5e1292e42857f6cc.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak154_jpg.rf.b0dc0f2bbd4f8c2a5e1292e42857f6cc.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak167_jpg.rf.00cd137afa71bfe118de8dae3583dd97.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak167_jpg.rf.00cd137afa71bfe118de8dae3583dd97.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak169_jpg.rf.bad26ece940506b0d79d8fa77dcdbab5.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak169_jpg.rf.bad26ece940506b0d79d8fa77dcdbab5.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak170_jpg.rf.edcf0f3d94c9f9eba99776689411cfec.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak170_jpg.rf.edcf0f3d94c9f9eba99776689411cfec.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak172_jpg.rf.a51349e7930a2f996ef8760a990a1ff9.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak172_jpg.rf.a51349e7930a2f996ef8760a990a1ff9.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak174_jpg.rf.aab0fe8fecf8499f3abd91ae3f09a54d.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak174_jpg.rf.aab0fe8fecf8499f3abd91ae3f09a54d.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak175_jpg.rf.3e4a761bcfaaf3b50072c0530b2afbd9.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak175_jpg.rf.3e4a761bcfaaf3b50072c0530b2afbd9.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak176_jpg.rf.c1834def7d15160164823ce2b162192a.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak176_jpg.rf.c1834def7d15160164823ce2b162192a.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak177_jpg.rf.b3f03d9109fe9a6b8024fb5b5e8f9af0.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak177_jpg.rf.b3f03d9109fe9a6b8024fb5b5e8f9af0.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak179_jpg.rf.e76172c2bf6ab05826db09c2902bd2c3.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak179_jpg.rf.e76172c2bf6ab05826db09c2902bd2c3.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak180_jpg.rf.a2853d7208357b49135e183f654681da.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak180_jpg.rf.a2853d7208357b49135e183f654681da.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak182_jpg.rf.f2eafd7fb66cac4d142f1d1475a95cb8.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak182_jpg.rf.f2eafd7fb66cac4d142f1d1475a95cb8.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak187_jpg.rf.e04f91e3d664bde0e584f21b635c5102.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak187_jpg.rf.e04f91e3d664bde0e584f21b635c5102.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak188_jpg.rf.ae598e439fc747151a32b25868e6f441.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak188_jpg.rf.ae598e439fc747151a32b25868e6f441.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak189_jpg.rf.88f19e0f840823a90ee84b21582d0ff2.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak189_jpg.rf.88f19e0f840823a90ee84b21582d0ff2.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak18_jpg.rf.4401074ce02158fe1d70f959a645248f.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak18_jpg.rf.4401074ce02158fe1d70f959a645248f.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak191_jpg.rf.dbbcec7d7037b846649f22f73f551f1b.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak191_jpg.rf.dbbcec7d7037b846649f22f73f551f1b.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak192_jpg.rf.83daecc3cde300940602d92e48a1746e.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak192_jpg.rf.83daecc3cde300940602d92e48a1746e.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak193_jpg.rf.b90f07bca47f9377559d7f6d8cc5fb0a.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak193_jpg.rf.b90f07bca47f9377559d7f6d8cc5fb0a.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak195_jpg.rf.97a0e7f083bdcd76ddf0214a8f1d876e.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak195_jpg.rf.97a0e7f083bdcd76ddf0214a8f1d876e.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak197_jpg.rf.f4ce9b8c28da64e8b190019f66061ab3.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak197_jpg.rf.f4ce9b8c28da64e8b190019f66061ab3.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak198_jpg.rf.4858583efafb46874fde91fcd0090217.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak198_jpg.rf.4858583efafb46874fde91fcd0090217.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak199_jpg.rf.9846bc262f4b0d801e08ec999a0a2012.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak199_jpg.rf.9846bc262f4b0d801e08ec999a0a2012.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak1_jpg.rf.3d7b35b3cb201369a645c21b2c20765d.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak1_jpg.rf.3d7b35b3cb201369a645c21b2c20765d.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak201_jpg.rf.4f82b41398f8e3dbebd18643da9bb801.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak201_jpg.rf.4f82b41398f8e3dbebd18643da9bb801.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak204_jpg.rf.7268c4bb51173ebdcc1c3ee5b3903fa4.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak204_jpg.rf.7268c4bb51173ebdcc1c3ee5b3903fa4.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak205_jpg.rf.256c62535012e55cc00f5a16bc5e5807.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak205_jpg.rf.256c62535012e55cc00f5a16bc5e5807.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak206_jpg.rf.e44c1b0997ef3a0bb19b95916e88f76b.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak206_jpg.rf.e44c1b0997ef3a0bb19b95916e88f76b.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak207_jpg.rf.a727275bfb491eaa7b7a2a2f5ab571e3.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak207_jpg.rf.a727275bfb491eaa7b7a2a2f5ab571e3.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak208_jpg.rf.ac757fa26c4f38b5b7ab123c776d4c6d.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak208_jpg.rf.ac757fa26c4f38b5b7ab123c776d4c6d.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak209_jpg.rf.25b4f86a9178b040b2e3ee48d2c0973f.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak209_jpg.rf.25b4f86a9178b040b2e3ee48d2c0973f.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak20_jpg.rf.50cbba80acb8afe943c3b92ba06f4176.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak20_jpg.rf.50cbba80acb8afe943c3b92ba06f4176.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak210_jpg.rf.4c9ef888220b814714e3fa0e242983ab.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak210_jpg.rf.4c9ef888220b814714e3fa0e242983ab.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak211_jpg.rf.0453f865d80076cffb1ebe273ecb2f3b.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak211_jpg.rf.0453f865d80076cffb1ebe273ecb2f3b.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak212_jpg.rf.7f8a0d0b0af60b88a4c044d738f8778c.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak212_jpg.rf.7f8a0d0b0af60b88a4c044d738f8778c.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak213_jpg.rf.d1f5195b7d9c8d233c0236f0aec3fb29.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak213_jpg.rf.d1f5195b7d9c8d233c0236f0aec3fb29.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak214_jpg.rf.1dd5c0bbf6f124c9cb5507095c0b0421.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak214_jpg.rf.1dd5c0bbf6f124c9cb5507095c0b0421.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak215_jpg.rf.3c1d8dd1d2333e4207bd54620579e2c2.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak215_jpg.rf.3c1d8dd1d2333e4207bd54620579e2c2.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak216_jpg.rf.112a36ad98af569577e936a15ff83a6a.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak216_jpg.rf.112a36ad98af569577e936a15ff83a6a.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak217_jpg.rf.3485251bd5652753e435706b4d3dc742.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak217_jpg.rf.3485251bd5652753e435706b4d3dc742.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak218_jpg.rf.a747dbc8b57f729aad6aaf382838df29.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak218_jpg.rf.a747dbc8b57f729aad6aaf382838df29.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak219_jpg.rf.e404c1d555d97bd15cbb9f8ce13a0583.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Berminyak219_jpg.rf.e404c1d555d97bd15cbb9f8ce13a0583.jpg,512,512,JPEG,RGB
